,location,size,total_sqft,bath,price,bhk,price_per_sqft
4669,Kothanur,2,1160.0,2.0,57.0,2,4913.793103448276
4670,Kothanur,2,1095.0,2.0,55.0,2,5022.83105022831
4671,Kothanur,2,1142.0,2.0,56.0,2,4903.6777583187395
4672,Kothanur,2,1074.0,2.0,54.0,2,5027.932960893855
4673,Kothanur,2,1285.0,2.0,60.0,2,4669.260700389105
4674,Kothanur,2,1075.0,2.0,53.0,2,4930.232558139535
4675,Kothanur,2,1140.0,2.0,56.0,2,4912.2807017543855
4676,Kothanur,2,1400.0,2.0,70.0,2,5000.0
4679,Kothanur,2,1140.0,2.0,56.0,2,4912.2807017543855
4680,Kothanur,3,1787.0,3.0,120.0,3,6715.165081141578
4681,Kothanur,2,1185.0,2.0,59.0,2,4978.9029535864975
4683,Kothanur,3,1790.0,3.0,105.0,3,5865.921787709497
4684,Kothanur,2,1130.0,2.0,55.0,2,4867.256637168141
4685,Kothanur,2,1094.0,2.0,54.0,2,4936.014625228519
4686,Kothanur,3,1170.0,3.0,80.0,3,6837.606837606838
4687,Kothanur,2,1400.0,2.0,65.0,2,4642.857142857143
4688,Kothanur,2,1195.0,2.0,59.0,2,4937.238493723849
4689,Kothanur,3,1790.0,3.0,120.0,3,6703.91061452514
4690,Kothanur,3,1454.0,3.0,71.5,3,4917.469050894085
4691,Kudlu,2,1152.0,2.0,53.5,2,4644.097222222223
4692,Kudlu,2,1027.0,2.0,43.0,2,4186.952288218111
4693,Kudlu,2,1092.0,2.0,44.0,2,4029.3040293040294
4694,Kudlu,2,1027.0,2.0,43.0,2,4186.952288218111
4695,Kudlu,2,1092.0,2.0,44.0,2,4029.3040293040294
4696,Kudlu,2,1143.0,2.0,55.0,2,4811.898512685914
4698,Kudlu,2,1024.0,2.0,44.0,2,4296.875
4700,Kudlu,3,1600.0,3.0,79.0,3,4937.5
4701,Kudlu,2,1027.0,2.0,42.0,2,4089.581304771178
4702,Kudlu,2,1076.0,2.0,50.0,2,4646.840148698885
4703,Kudlu,2,1027.0,2.0,44.0,2,4284.323271665044
4704,Kudlu,2,1084.0,2.0,53.0,2,4889.29889298893
4705,Kudlu,2,1300.0,2.0,56.0,2,4307.692307692308
4706,Kudlu,2,1027.0,2.0,44.0,2,4284.323271665044
4707,Kudlu,3,1245.0,2.0,60.0,3,4819.277108433735
4708,Kudlu,2,1027.0,2.0,44.0,2,4284.323271665044
4709,Kudlu,2,1110.0,2.0,46.0,2,4144.144144144144
4710,Kudlu,4,2100.0,3.0,114.0,4,5428.571428571428
4711,Kudlu,2,1027.0,2.0,44.0,2,4284.323271665044
4712,Kudlu,1,720.0,1.0,33.0,1,4583.333333333333
4713,Kudlu,2,1027.0,2.0,44.0,2,4284.323271665044
4714,Kudlu,2,1162.0,2.0,52.0,2,4475.043029259897
4715,Kudlu,2,1041.0,2.0,53.0,2,5091.258405379443
4716,Kudlu Gate,3,1535.0,3.0,83.0,3,5407.166123778502
4717,Kudlu Gate,3,1535.0,3.0,85.0,3,5537.459283387622
4719,Kudlu Gate,3,1535.0,3.0,86.0,3,5602.605863192182
4720,Kudlu Gate,3,1564.0,2.0,92.0,3,5882.35294117647
4722,Kudlu Gate,2,1238.0,2.0,55.0,2,4442.64943457189
4723,Kudlu Gate,3,1707.0,2.0,99.745,3,5843.2923257176335
4724,Kudlu Gate,3,1335.0,3.0,89.0,3,6666.666666666667
4725,Kudlu Gate,1,703.0,1.0,52.0,1,7396.870554765292
4726,Kudlu Gate,3,1535.0,3.0,86.0,3,5602.605863192182
4727,Kudlu Gate,3,1532.0,3.0,83.0,3,5417.754569190601
4728,Kudlu Gate,2,1113.0,2.0,50.0,2,4492.36298292902
4730,Kudlu Gate,2,1185.0,2.0,50.0,2,4219.4092827004215
4734,Kudlu Gate,2,1215.0,2.0,45.0,2,3703.703703703704
4735,Kudlu Gate,2,812.0,2.0,38.25,2,4710.591133004926
4736,Kudlu Gate,2,1547.0,2.0,103.0,2,6658.047834518423
4737,Kudlu Gate,2,1336.0,2.0,86.0,2,6437.125748502994
4738,Kudlu Gate,3,1919.0,3.0,121.0,3,6305.367378843148
4739,Kudlu Gate,2,1464.0,3.0,56.0,2,3825.136612021858
4740,Kudlu Gate,3,1535.0,3.0,85.0,3,5537.459283387622
4741,Kudlu Gate,3,1850.0,3.0,120.0,3,6486.486486486487
4742,Kudlu Gate,2,940.0,2.0,69.57,2,7401.063829787233
4743,Kudlu Gate,2,1215.0,2.0,44.96,2,3700.411522633745
4744,Kudlu Gate,2,1164.0,2.0,75.0,2,6443.298969072165
4745,Kudlu Gate,4,3850.0,6.0,205.0,4,5324.675324675325
4746,Kudlu Gate,2,1183.0,2.0,79.54,2,6723.584108199494
4747,Kudlu Gate,3,1850.0,3.0,110.0,3,5945.945945945946
4749,Kudlu Gate,2,1183.0,2.0,79.54,2,6723.584108199494
4750,Kudlu Gate,2,1200.0,2.0,44.4,2,3700.0
4752,Kudlu Gate,2,1310.0,2.0,53.0,2,4045.8015267175574
4753,Kumaraswami Layout,4,2000.0,4.0,139.0,4,6950.0
4754,Kumaraswami Layout,2,1000.0,2.0,48.5,2,4850.0
4755,Kumaraswami Layout,2,1000.0,2.0,58.0,2,5800.0
4756,Kumaraswami Layout,7,2400.0,7.0,125.0,7,5208.333333333333
4757,Kumaraswami Layout,3,2400.0,2.0,125.0,3,5208.333333333333
4758,Kumaraswami Layout,3,1310.0,2.0,70.0,3,5343.511450381679
4759,Kumaraswami Layout,1,850.0,1.0,78.0,1,9176.470588235294
4760,Kumaraswami Layout,7,3200.0,7.0,150.0,7,4687.5
4761,Kumaraswami Layout,3,1310.0,2.0,85.0,3,6488.5496183206105
4762,Kumaraswami Layout,4,2450.0,3.0,110.0,4,4489.7959183673465
4763,Kumaraswami Layout,7,3100.0,7.0,145.0,7,4677.419354838709
4764,Kumaraswami Layout,3,1200.0,3.0,75.0,3,6250.0
4765,Kumaraswami Layout,2,1081.0,2.0,60.0,2,5550.416281221092
4766,Kundalahalli,3,1724.0,3.0,125.0,3,7250.580046403712
4767,Kundalahalli,2,1030.0,2.0,49.0,2,4757.281553398058
4768,Kundalahalli,2,735.0,2.0,57.99,2,7889.7959183673465
4769,Kundalahalli,2,1047.0,2.0,82.0,2,7831.900668576886
4770,Kundalahalli,3,1397.0,3.0,105.0,3,7516.1059413027915
4771,Kundalahalli,3,1724.0,3.0,127.0,3,7366.589327146172
4772,Kundalahalli,2,1010.0,2.0,49.27,2,4878.217821782178
4773,Kundalahalli,3,1397.0,3.0,110.0,3,7874.0157480314965
4774,Kundalahalli,3,1397.0,3.0,104.0,3,7444.523979957051
4775,Kundalahalli,3,1397.0,3.0,108.0,3,7730.851825340014
4776,Kundalahalli,3,1920.0,3.0,150.0,3,7812.5
4777,Kundalahalli,3,1397.0,3.0,105.0,3,7516.1059413027915
4779,Kundalahalli,3,1724.0,3.0,124.0,3,7192.5754060324825
4780,Kundalahalli,2,1047.0,2.0,84.0,2,8022.9226361031515
4781,Kundalahalli,2,1047.0,2.0,83.0,2,7927.411652340019
4782,Kundalahalli,4,7000.0,4.0,550.0,4,7857.142857142857
4784,Kundalahalli,2,1120.0,2.0,53.76,2,4800.0
4785,Kundalahalli,2,1047.0,2.0,82.62,2,7891.117478510028
4786,Kundalahalli,2,1047.0,2.0,91.0,2,8691.499522445081
4787,Kundalahalli,3,1724.0,3.0,146.0,3,8468.677494199535
4788,Kundalahalli,3,1600.0,3.0,170.0,3,10625.0
4790,Kundalahalli,3,1724.0,3.0,125.0,3,7250.580046403712
4791,Kundalahalli,2,1010.0,2.0,48.27,2,4779.207920792079
4792,Kundalahalli,2,1047.0,2.0,89.0,2,8500.477554918816
4793,Kundalahalli,4,2500.0,5.0,245.0,4,9800.0
4794,Kundalahalli,3,1397.0,3.0,105.0,3,7516.1059413027915
4796,Kundalahalli,2,1047.0,2.0,72.0,2,6876.790830945559
4797,Kundalahalli,2,1260.0,2.0,58.0,2,4603.174603174603
4798,Kundalahalli,4,3092.0,4.0,230.0,4,7438.551099611902
4799,Kundalahalli,2,1065.0,2.0,70.0,2,6572.769953051643
4800,Kundalahalli,3,1724.0,3.0,146.0,3,8468.677494199535
4801,Kundalahalli,2,1047.0,2.0,91.0,2,8691.499522445081
4802,Kundalahalli,3,1724.0,3.0,128.0,3,7424.593967517401
4803,Kundalahalli,2,1315.0,2.0,74.0,2,5627.376425855513
4804,Kundalahalli,3,2100.0,3.0,150.0,3,7142.857142857143
4805,Kundalahalli,3,1724.0,3.0,125.0,3,7250.580046403712
4806,Kundalahalli,3,1724.0,3.0,140.0,3,8120.649651972158
4807,Kundalahalli,2,1175.0,2.0,65.0,2,5531.914893617021
4809,LB Shastri Nagar,2,1043.0,2.0,55.0,2,5273.250239693192
4810,LB Shastri Nagar,2,1184.0,2.0,69.0,2,5827.7027027027025
4811,LB Shastri Nagar,1,665.0,1.0,32.0,1,4812.0300751879695
4812,LB Shastri Nagar,2,1250.0,2.0,48.5,2,3880.0
4813,LB Shastri Nagar,3,1400.0,2.0,80.0,3,5714.285714285715
4814,LB Shastri Nagar,2,1184.0,2.0,62.0,2,5236.486486486487
4815,LB Shastri Nagar,2,1200.0,2.0,47.0,2,3916.6666666666665
4816,LB Shastri Nagar,2,1200.0,2.0,75.0,2,6250.0
4817,LB Shastri Nagar,2,1000.0,2.0,49.5,2,4950.0
4818,Laggere,5,2800.0,5.0,125.0,5,4464.285714285715
4819,Laggere,3,1200.0,3.0,130.0,3,10833.333333333334
4820,Laggere,1,1200.0,1.0,125.0,1,10416.666666666666
4821,Laggere,2,1200.0,2.0,75.0,2,6250.0
4822,Laggere,1,620.0,2.0,48.0,1,7741.935483870968
4823,Lakshminarayana Pura,2,1185.0,2.0,75.0,2,6329.113924050633
4824,Lakshminarayana Pura,3,1600.0,2.0,108.0,3,6750.0
4825,Lakshminarayana Pura,2,1180.0,2.0,75.0,2,6355.932203389831
4826,Lakshminarayana Pura,2,1172.0,2.0,82.0,2,6996.587030716723
4827,Lakshminarayana Pura,2,1179.0,2.0,75.0,2,6361.323155216285
4828,Lakshminarayana Pura,2,1149.0,2.0,75.0,2,6527.415143603133
4829,Lakshminarayana Pura,2,1336.0,2.0,100.0,2,7485.029940119761
4830,Lakshminarayana Pura,2,1175.0,2.0,75.0,2,6382.978723404255
4831,Lakshminarayana Pura,2,1190.0,2.0,75.0,2,6302.5210084033615
4832,Lakshminarayana Pura,2,1200.0,2.0,75.0,2,6250.0
4833,Lakshminarayana Pura,2,1200.0,2.0,75.0,2,6250.0
4834,Lakshminarayana Pura,2,1165.0,2.0,75.0,2,6437.768240343347
4835,Lakshminarayana Pura,2,1145.0,2.0,75.0,2,6550.218340611354
4836,Lakshminarayana Pura,3,1500.0,3.0,104.0,3,6933.333333333333
4837,Lakshminarayana Pura,2,1210.0,2.0,75.0,2,6198.347107438017
4838,Lakshminarayana Pura,2,1169.0,2.0,75.0,2,6415.739948674081
4839,Lakshminarayana Pura,2,1200.0,2.0,75.0,2,6250.0
4840,Lakshminarayana Pura,2,1172.0,2.0,75.0,2,6399.317406143345
4841,Lakshminarayana Pura,2,1172.0,2.0,75.0,2,6399.317406143345
4842,Lakshminarayana Pura,2,1180.0,2.0,75.0,2,6355.932203389831
4843,Lakshminarayana Pura,2,1200.0,2.0,83.0,2,6916.666666666667
4844,Lakshminarayana Pura,2,1200.0,2.0,80.0,2,6666.666666666667
4845,Lakshminarayana Pura,2,1195.0,2.0,75.0,2,6276.150627615063
4846,Lakshminarayana Pura,2,1200.0,2.0,80.0,2,6666.666666666667
4847,Lingadheeranahalli,3,1521.0,3.0,95.0,3,6245.890861275477
4848,Lingadheeranahalli,3,1511.0,3.0,95.0,3,6287.22700198544
4849,Lingadheeranahalli,3,1683.0,3.0,109.0,3,6476.5300059417705
4850,Lingadheeranahalli,3,1519.0,3.0,93.0,3,6122.448979591837
4851,Lingadheeranahalli,3,1521.0,3.0,94.99,3,6245.233399079553
4852,Lingadheeranahalli,3,1682.0,3.0,120.0,3,7134.36385255648
4853,Lingadheeranahalli,3,1521.0,3.0,94.71,3,6226.824457593689
4854,Lingadheeranahalli,3,1893.0,3.0,130.0,3,6867.406233491812
4855,Lingadheeranahalli,3,1705.0,3.0,110.0,3,6451.612903225807
4856,Lingadheeranahalli,4,2245.0,4.0,154.0,4,6859.688195991092
4857,Lingadheeranahalli,3,1682.0,3.0,113.0,3,6718.192627824019
4858,Lingadheeranahalli,3,1682.0,3.0,114.0,3,6777.645659928657
4859,Lingadheeranahalli,3,1506.0,3.0,95.0,3,6308.100929614874
4860,Lingadheeranahalli,3,1683.0,3.0,110.0,3,6535.9477124183
4861,Lingadheeranahalli,3,1684.0,3.0,120.0,3,7125.890736342043
4862,Lingadheeranahalli,4,2236.0,4.0,153.0,4,6842.57602862254
4863,Lingadheeranahalli,3,1894.0,4.0,114.0,3,6019.007391763464
4864,Lingadheeranahalli,4,2240.0,4.0,160.0,4,7142.857142857143
4865,Magadi Road,6,3600.0,6.0,141.0,6,3916.6666666666665
4866,Magadi Road,2,1116.0,2.0,50.0,2,4480.286738351255
4868,Magadi Road,2,884.0,2.0,41.1,2,4649.321266968326
4869,Magadi Road,2,1005.0,2.0,55.78,2,5550.248756218905
4870,Magadi Road,2,1000.0,2.0,46.5,2,4650.0
4871,Magadi Road,4,1500.0,2.0,93.0,4,6200.0
4873,Magadi Road,2,1345.0,2.0,55.0,2,4089.2193308550186
4875,Magadi Road,5,5000.0,6.0,360.0,5,7200.0
4876,Magadi Road,2,1116.0,2.0,51.89,2,4649.641577060932
4877,Magadi Road,3,1052.0,2.0,60.0,3,5703.42205323194
4878,Magadi Road,2,940.0,2.0,50.0,2,5319.148936170212
4879,Magadi Road,3,1318.0,2.0,68.0,3,5159.332321699545
4881,Magadi Road,2,884.0,2.0,48.0,2,5429.864253393665
4883,Mahadevpura,2,1150.0,2.0,52.0,2,4521.739130434783
4884,Mahadevpura,2,1250.0,2.0,52.0,2,4160.0
4885,Mahadevpura,2,1260.0,2.0,57.6,2,4571.428571428572
4886,Mahadevpura,1,730.0,1.0,35.0,1,4794.520547945205
4887,Mahadevpura,3,1434.0,2.0,67.39,3,4699.442119944212
4888,Mahadevpura,2,1146.0,2.0,53.8,2,4694.5898778359515
4889,Mahadevpura,2,1532.0,2.0,62.0,2,4046.9973890339425
4890,Mahadevpura,3,1620.0,2.0,76.0,3,4691.358024691358
4891,Mahadevpura,2,1136.0,2.0,64.5,2,5677.816901408451
4892,Mahadevpura,3,1400.0,2.0,65.8,3,4700.0
4893,Mahadevpura,2,1137.0,2.0,53.4,2,4696.5699208443275
4894,Mahadevpura,3,1601.0,3.0,95.0,3,5933.791380387258
4895,Mahadevpura,3,1450.0,3.0,75.0,3,5172.413793103448
4896,Mahadevpura,2,1152.0,2.0,54.0,2,4687.5
4897,Mahadevpura,2,1212.0,2.0,56.9,2,4694.7194719471945
4899,Mahadevpura,3,1505.0,3.0,78.0,3,5182.724252491695
4900,Mahadevpura,3,1500.0,2.0,70.0,3,4666.666666666667
4901,Mahadevpura,2,1236.0,2.0,58.0,2,4692.556634304207
4902,Mahadevpura,2,1236.0,2.0,58.0,2,4692.556634304207
4903,Mahadevpura,2,1120.0,2.0,53.0,2,4732.142857142857
4904,Mahalakshmi Layout,4,1575.0,5.0,158.0,4,10031.746031746032
4905,Mahalakshmi Layout,2,1105.0,2.0,80.0,2,7239.819004524887
4906,Mahalakshmi Layout,4,1200.0,3.0,160.0,4,13333.333333333334
4907,Mahalakshmi Layout,3,1200.0,2.0,110.0,3,9166.666666666666
4908,Mahalakshmi Layout,3,1876.0,3.0,150.0,3,7995.735607675906
4909,Mallasandra,3,1665.0,3.0,95.0,3,5705.705705705705
4910,Mallasandra,3,1665.0,3.0,86.58,3,5200.0
4911,Mallasandra,2,1340.0,2.0,61.0,2,4552.238805970149
4912,Mallasandra,2,1325.0,2.0,70.0,2,5283.018867924528
4913,Mallasandra,3,1665.0,3.0,86.91,3,5219.81981981982
4914,Mallasandra,2,1325.0,2.0,70.0,2,5283.018867924528
4915,Mallasandra,2,905.0,2.0,40.0,2,4419.889502762431
4916,Mallasandra,2,1325.0,2.0,65.0,2,4905.66037735849
4917,Mallasandra,2,1325.0,2.0,73.0,2,5509.433962264151
4918,Mallasandra,2,1565.0,2.0,69.0,2,4408.945686900958
4919,Mallasandra,2,905.0,2.0,35.0,2,3867.403314917127
4921,Mallasandra,3,1100.0,2.0,76.3,3,6936.363636363636
4922,Malleshpalya,2,1140.0,2.0,46.5,2,4078.9473684210525
4923,Malleshpalya,2,1225.0,2.0,46.86,2,3825.3061224489797
4925,Malleshpalya,2,1052.0,2.0,50.0,2,4752.851711026616
4926,Malleshpalya,3,1405.0,2.0,77.0,3,5480.427046263345
4927,Malleshpalya,2,1065.0,2.0,50.0,2,4694.835680751174
4928,Malleshpalya,2,1210.0,2.0,55.0,2,4545.454545454545
4930,Malleshpalya,2,1060.0,2.0,40.0,2,3773.5849056603774
4931,Malleshpalya,3,1430.0,2.0,69.5,3,4860.1398601398605
4932,Malleshpalya,2,1421.0,2.0,90.0,2,6333.56790992259
4933,Malleshpalya,2,1245.0,2.0,55.0,2,4417.6706827309235
4934,Malleshpalya,2,1200.0,2.0,46.0,2,3833.3333333333335
4935,Malleshpalya,2,1225.0,2.0,52.0,2,4244.897959183673
4936,Malleshwaram,1,705.0,1.0,67.0,1,9503.54609929078
4937,Malleshwaram,7,12000.0,7.0,2200.0,7,18333.333333333332
4938,Malleshwaram,4,2500.0,5.0,325.0,4,13000.0
4939,Malleshwaram,3,2006.0,3.0,297.0,3,14805.583250249252
4940,Malleshwaram,1,686.0,1.0,62.5,1,9110.787172011662
4941,Malleshwaram,3,2475.0,4.0,332.0,3,13414.141414141413
4942,Malleshwaram,3,2610.0,3.0,399.0,3,15287.356321839081
4943,Malleshwaram,3,2475.0,4.0,320.0,3,12929.29292929293
4944,Malleshwaram,2,900.0,2.0,95.0,2,10555.555555555555
4945,Malleshwaram,2,1420.0,2.0,158.0,2,11126.760563380281
4946,Malleshwaram,3,2000.0,3.0,250.0,3,12500.0
4947,Malleshwaram,3,2215.0,3.0,275.0,3,12415.349887133183
4949,Malleshwaram,3,2475.0,4.0,300.0,3,12121.212121212122
4950,Malleshwaram,3,2345.0,2.0,293.0,3,12494.669509594883
4952,Malleshwaram,3,2215.0,4.0,310.0,3,13995.48532731377
4953,Malleshwaram,1,480.0,1.0,60.0,1,12500.0
4954,Malleshwaram,2,1290.0,2.0,120.0,2,9302.32558139535
4955,Malleshwaram,3,2475.0,4.0,326.0,3,13171.717171717171
4956,Malleshwaram,3,2476.0,3.0,337.0,3,13610.662358642972
4957,Malleshwaram,2,900.0,2.0,90.0,2,10000.0
4959,Malleshwaram,3,2050.0,4.0,270.0,3,13170.731707317073
4960,Malleshwaram,2,900.0,2.0,72.0,2,8000.0
4961,Malleshwaram,1,620.0,1.0,86.8,1,14000.0
4962,Malleshwaram,2,600.0,1.0,68.0,2,11333.333333333334
4963,Malleshwaram,3,2475.0,4.0,337.0,3,13616.161616161617
4964,Malleshwaram,3,2215.0,3.0,275.0,3,12415.349887133183
4965,Malleshwaram,3,2215.0,3.0,330.0,3,14898.419864559819
4967,Malleshwaram,2,1020.0,2.0,80.0,2,7843.137254901961
4968,Malleshwaram,2,600.0,1.0,90.0,2,15000.0
4969,Malleshwaram,3,2200.0,3.0,275.0,3,12500.0
4970,Malleshwaram,3,2475.0,4.0,326.0,3,13171.717171717171
4971,Malleshwaram,2,1500.0,2.0,140.0,2,9333.333333333334
4972,Malleshwaram,3,2475.0,4.0,340.0,3,13737.373737373737
4973,Malleshwaram,2,1400.0,2.0,190.0,2,13571.42857142857
4974,Malleshwaram,3,2475.0,4.0,300.0,3,12121.212121212122
4975,Malleshwaram,3,2400.0,3.0,380.0,3,15833.333333333334
4976,Malleshwaram,1,580.0,1.0,45.0,1,7758.620689655172
4977,Malleshwaram,2,1410.0,2.0,125.0,2,8865.248226950354
4980,Marathahalli,2,1220.0,2.0,57.0,2,4672.131147540984
4981,Marathahalli,2,1200.0,2.0,52.0,2,4333.333333333333
4982,Marathahalli,2,1200.0,2.0,60.0,2,5000.0
4983,Marathahalli,3,1933.0,3.0,140.0,3,7242.628039317124
4984,Marathahalli,2,950.0,2.0,46.96,2,4943.1578947368425
4985,Marathahalli,2,1230.0,2.0,80.0,2,6504.065040650406
4986,Marathahalli,4,3800.0,4.0,250.0,4,6578.9473684210525
4987,Marathahalli,2,1019.0,2.0,49.85,2,4892.051030421982
4988,Marathahalli,2,1215.0,2.0,67.0,2,5514.40329218107
4989,Marathahalli,4,2181.0,3.0,152.0,4,6969.280146721688
4990,Marathahalli,2,1170.0,2.0,53.0,2,4529.91452991453
4991,Marathahalli,2,1019.0,2.0,49.86,2,4893.032384690873
4992,Marathahalli,2,1325.0,2.0,71.55,2,5400.0
4993,Marathahalli,2,1220.0,2.0,56.5,2,4631.147540983607
4995,Marathahalli,2,1152.0,2.0,56.0,2,4861.111111111111
4996,Marathahalli,3,1610.0,3.0,90.0,3,5590.062111801242
4997,Marathahalli,2,1146.0,2.0,70.0,2,6108.202443280978
4999,Marathahalli,3,1469.0,3.0,89.0,3,6058.543226684819
5004,Marathahalli,4,2519.0,5.0,185.0,4,7344.184200079397
5006,Marathahalli,2,957.0,2.0,46.9,2,4900.73145245559
5007,Marathahalli,3,1583.0,3.0,105.0,3,6632.975363234365
5008,Marathahalli,4,2524.0,5.0,190.0,4,7527.733755942948
5012,Marathahalli,2,1071.0,2.0,52.25,2,4878.618113912232
5013,Marathahalli,2,1215.0,2.0,58.86,2,4844.444444444444
5014,Marathahalli,2,1102.0,2.0,53.67,2,4870.235934664247
5015,Marathahalli,3,1900.0,3.0,123.0,3,6473.684210526316
5016,Marathahalli,2,1045.0,2.0,60.0,2,5741.626794258374
5018,Marathahalli,2,1215.0,2.0,58.86,2,4844.444444444444
5019,Marathahalli,2,1365.0,2.0,73.0,2,5347.985347985348
5024,Marathahalli,2,1208.0,2.0,70.0,2,5794.701986754967
5025,Marathahalli,2,1325.0,1.0,92.0,2,6943.396226415094
5026,Marathahalli,3,1525.0,3.0,90.0,3,5901.639344262295
5027,Marathahalli,3,1937.0,3.0,140.0,3,7227.671657201859
5028,Marathahalli,3,1550.0,3.0,83.0,3,5354.8387096774195
5029,Marathahalli,2,1350.0,2.0,86.0,2,6370.37037037037
5030,Marathahalli,2,957.0,2.0,47.0,2,4911.180773249739
5032,Marathahalli,2,1230.0,2.0,57.0,2,4634.1463414634145
5033,Marathahalli,2,1200.0,2.0,58.0,2,4833.333333333333
5035,Marathahalli,1,607.0,1.0,35.0,1,5766.062602965404
5036,Marathahalli,3,1583.0,3.0,109.0,3,6885.6601389766265
5037,Marathahalli,2,1075.0,2.0,52.43,2,4877.209302325581
5038,Marathahalli,2,1360.0,2.0,103.0,2,7573.529411764706
5039,Marathahalli,2,1220.0,2.0,58.5,2,4795.081967213115
5040,Marathahalli,2,950.0,2.0,45.68,2,4808.421052631579
5041,Marathahalli,1,615.0,1.0,44.0,1,7154.471544715447
5042,Marathahalli,3,1595.0,3.0,90.0,3,5642.633228840125
5043,Marathahalli,2,1350.0,2.0,89.0,2,6592.592592592592
5044,Marathahalli,2,1020.0,2.0,57.0,2,5588.235294117647
5045,Marathahalli,2,1600.0,3.0,88.0,2,5500.0
5046,Marathahalli,1,780.0,1.0,55.0,1,7051.282051282052
5047,Marathahalli,3,1710.0,3.0,100.0,3,5847.953216374269
5049,Marathahalli,2,1358.0,2.0,81.0,2,5964.653902798233
5050,Marathahalli,2,1205.0,2.0,75.0,2,6224.066390041494
5051,Marathahalli,3,1730.0,3.0,110.0,3,6358.381502890174
5052,Marathahalli,3,1583.0,3.0,115.0,3,7264.687302590019
5053,Marathahalli,2,1200.0,2.0,67.0,2,5583.333333333333
5054,Marathahalli,2,1095.0,2.0,60.0,2,5479.45205479452
5055,Marathahalli,2,1060.0,2.0,48.0,2,4528.301886792453
5056,Marathahalli,2,1050.0,2.0,65.0,2,6190.476190476191
5057,Marathahalli,2,1102.0,2.0,53.67,2,4870.235934664247
5058,Marathahalli,2,1026.0,2.0,49.95,2,4868.421052631579
5061,Marathahalli,2,1220.0,2.0,59.0,2,4836.065573770492
5062,Marathahalli,2,881.0,2.0,48.06,2,5455.16458569807
5064,Marathahalli,3,1710.0,3.0,100.0,3,5847.953216374269
5065,Marathahalli,3,1680.0,3.0,105.0,3,6250.0
5066,Marathahalli,3,1910.0,3.0,119.0,3,6230.366492146597
5067,Marathahalli,2,1602.0,2.0,104.0,2,6491.8851435705365
5068,Marathahalli,1,700.0,1.0,38.0,1,5428.571428571428
5069,Marathahalli,3,1469.0,3.0,89.0,3,6058.543226684819
5071,Marathahalli,3,1690.0,3.0,116.0,3,6863.905325443787
5072,Marathahalli,2,1065.0,2.0,55.0,2,5164.319248826291
5073,Marathahalli,3,1693.0,3.0,125.0,3,7383.343177790904
5074,Marathahalli,3,1693.0,3.0,125.0,3,7383.343177790904
5075,Marathahalli,2,1196.0,2.0,57.9,2,4841.13712374582
5076,Marathahalli,3,1595.0,3.0,88.0,3,5517.241379310345
5077,Marathahalli,3,2122.0,3.0,125.0,3,5890.66918001885
5078,Marathahalli,3,1730.0,3.0,115.0,3,6647.398843930636
5081,Marathahalli,2,1125.0,2.0,55.0,2,4888.888888888889
5082,Marathahalli,3,1950.0,3.0,115.0,3,5897.4358974358975
5083,Marathahalli,2,1250.0,2.0,68.0,2,5440.0
5084,Marathahalli,2,1125.0,2.0,56.8,2,5048.888888888889
5085,Marathahalli,2,1350.0,2.0,90.0,2,6666.666666666667
5086,Marathahalli,2,1200.0,2.0,53.0,2,4416.666666666667
5087,Marathahalli,4,2500.0,5.0,175.0,4,7000.0
5088,Marathahalli,2,957.0,2.0,47.0,2,4911.180773249739
5091,Marathahalli,2,1350.0,2.0,60.0,2,4444.444444444444
5092,Marathahalli,4,3400.0,4.0,235.0,4,6911.764705882353
5093,Marathahalli,2,1350.0,2.0,99.0,2,7333.333333333333
5095,Marathahalli,2,1285.0,2.0,55.0,2,4280.155642023346
5096,Marathahalli,4,2500.0,5.0,181.0,4,7240.0
5097,Marathahalli,4,3800.0,4.0,235.0,4,6184.210526315789
5098,Marathahalli,4,3951.0,4.0,230.0,4,5821.311060491015
5099,Marathahalli,2,1125.0,2.0,54.8,2,4871.111111111111
5100,Marathahalli,3,1700.0,3.0,126.0,3,7411.764705882353
5102,Marathahalli,2,1270.0,2.0,73.0,2,5748.031496062992
5104,Marathahalli,2,950.0,2.0,46.7,2,4915.789473684211
5105,Marathahalli,3,1550.0,3.0,85.0,3,5483.870967741936
5106,Marathahalli,2,1019.0,2.0,49.86,2,4893.032384690873
5107,Marathahalli,2,1144.0,2.0,65.0,2,5681.818181818182
5108,Marathahalli,2,1240.0,2.0,55.0,2,4435.4838709677415
5109,Marathahalli,1,1100.0,2.0,75.0,1,6818.181818181818
5110,Marathahalli,2,1156.0,2.0,52.0,2,4498.269896193771
5111,Marathahalli,4,2524.0,5.0,180.0,4,7131.537242472266
5112,Marathahalli,2,1135.0,2.0,60.0,2,5286.343612334802
5113,Marathahalli,3,1839.0,3.0,130.0,3,7069.0592713431215
5114,Marathahalli,2,1170.0,2.0,85.0,2,7264.957264957265
5115,Marathahalli,2,1102.0,2.0,53.67,2,4870.235934664247
5116,Marathahalli,3,1108.0,2.0,60.0,3,5415.162454873646
5117,Marathahalli,3,1449.0,3.0,110.0,3,7591.44237405107
5118,Marathahalli,2,1360.0,2.0,101.0,2,7426.470588235294
5119,Marathahalli,2,1026.0,2.0,50.18,2,4890.83820662768
5122,Marathahalli,2,1270.0,2.0,80.0,2,6299.212598425197
